[[20134393, [1, -4, -4, 10, 4, -6, -1, 1]],
 [270721161, [-1, -3, 7, 20, -2, -9, 0, 1]],
 [271315113, [1, 2, -17, 17, 7, -9, -1, 1]],
 [271538152, [1, -3, -7, 10, 9, -8, -1, 1]],
 [271849237, [2, -1, -12, 5, 13, -4, -3, 1]],
 [272229689, [1, -2, -9, 7, 11, -6, -2, 1]],
 [272641921, [1, 6, -25, 18, 10, -9, -1, 1]],
 [272643293, [11, -2, -28, 7, 17, -5, -3, 1]],
 [272822773, [-1, -7, -10, 10, 12, -7, -2, 1]],
 [272963893, [1, -4, -11, 7, 12, -4, -3, 1]],
 [273007180, [2, 0, -15, 7, 14, -5, -3, 1]],
 [273270889, [-1, -11, -11, 15, 11, -7, -2, 1]],
 [273387593, [1, 0, -9, 7, 9, -6, -2, 1]],
 [273787273, [-3, -10, 3, 17, -1, -8, 0, 1]],
 [273950221, [8, -11, -17, 16, 11, -7, -2, 1]],
 [274497761, [1, 9, -31, 9, 18, -8, -2, 1]],
 [274680685, [1, -3, -5, 13, 7, -8, -1, 1]],
 [275231296, [-2, 0, 16, 16, -8, -10, 0, 1]],
 [275581352, [5, 1, -30, 12, 17, -8, -2, 1]],
 [275588597, [1, 0, -18, -1, 19, -5, -3, 1]],
 [275817377, [1, 2, -14, 8, 11, -6, -2, 1]],
 [275825113, [1, 0, -20, 20, 9, -9, -1, 1]],
 [276129293, [1, -5, 1, 15, -1, -8, 0, 1]],
 [276166361, [1, -4, -5, 12, 4, -7, -1, 1]],
 [276766813, [5, -6, -24, 7, 17, -5, -3, 1]],
 [277422221, [2, -17, -2, 24, 2, -10, -1, 1]],
 [277544581, [1, -7, -11, 15, 14, -6, -3, 1]],
 [278354969, [3, -2, -13, 4, 13, -4, -3, 1]],
 [278482337, [-1, -13, 5, 23, -1, -9, 0, 1]],
 [278685353, [-1, -7, -4, 14, 5, -8, -1, 1]],
 [280090432, [-4, -8, 8, 17, -4, -9, 0, 1]],
 [280579648, [1, 9, -19, -7, 21, -5, -3, 1]],
 [280909397, [3, 8, -27, 7, 16, -7, -2, 1]],
 [281293801, [1, -5, -6, 13, 6, -8, -1, 1]],
 [281780701, [1, -6, 1, 14, -3, -9, 0, 1]],
 [282130624, [1, -1, -10, 11, 11, -7, -2, 1]],
 [282621745, [1, -6, -15, 10, 17, -6, -3, 1]],
 [283256957, [6, -1, -18, 4, 14, -4, -3, 1]],
 [283908589, [2, -3, -10, 7, 12, -5, -3, 1]],
 [283927025, [-1, -2, 16, 19, -5, -9, 0, 1]],
 [285072729, [3, -3, -11, 9, 11, -7, -2, 1]],
 [286746105, [5, 0, -18, 4, 14, -4, -3, 1]],
 [287089061, [-1, -6, 1, 18, 4, -8, -1, 1]],
 [287138413, [-1, -8, -12, 14, 11, -7, -2, 1]],
 [287174017, [13, -19, -17, 24, 7, -9, -1, 1]],
 [287545733, [-1, -5, -2, 14, 9, -7, -2, 1]],
 [287767289, [1, 0, -12, 4, 12, -4, -3, 1]],
 [288147292, [-1, -6, -4, 14, 7, -7, -2, 1]],
 [289942781, [4, -5, -13, 10, 10, -6, -2, 1]],
 [290541793, [1, -2, -6, 10, 5, -7, -1, 1]],
 [290930525, [2, -3, -9, 12, 6, -7, -1, 1]],
 [291090481, [9, -7, -24, 11, 16, -6, -3, 1]],
 [291503589, [4, -11, -6, 19, 5, -8, -1, 1]],
 [291996781, [-2, -5, 5, 16, 0, -9, -1, 1]],
 [292171312, [4, 0, -32, 6, 23, -7, -3, 1]],
 [293920193, [-1, -7, -10, 11, 12, -6, -3, 1]],
 [294429841, [1, -8, 2, 15, -2, -8, 0, 1]],
 [294878392, [2, -4, -9, 10, 10, -7, -2, 1]],
 [295411381, [-1, -9, -19, 4, 20, -6, -3, 1]],
 [296266348, [2, 0, -19, 1, 18, -5, -3, 1]],
 [296624633, [-1, -2, 8, 13, -4, -8, 0, 1]],
 [296718648, [-3, -9, 2, 19, 2, -9, -1, 1]],
 [297769833, [-1, -9, -4, 16, 6, -8, -2, 1]],
 [297916193, [-1, -6, -5, 12, 7, -8, -1, 1]],
 [298056373, [1, 1, -9, -4, 16, -4, -3, 1]],
 [298057153, [-1, -3, 4, 14, 1, -8, -1, 1]],
 [298059073, [3, -4, -10, 10, 9, -6, -2, 1]],
 [298338501, [-3, -12, -5, 19, 6, -9, -1, 1]],
 [299239112, [1, -11, 2, 18, -1, -8, 0, 1]],
 [299576801, [-1, -13, 8, 23, -2, -9, 0, 1]],
 [299935969, [1, -4, -2, 13, -1, -9, 0, 1]],
 [300395072, [2, -2, -12, 10, 10, -6, -2, 1]],
 [300799001, [-5, -11, 6, 19, -2, -9, 0, 1]],
 [301029061, [1, -2, -10, 5, 11, -4, -3, 1]],
 [301148053, [-1, -7, -10, 8, 14, -5, -3, 1]],
 [301185856, [8, -12, -20, 21, 14, -9, -2, 1]],
 [301383821, [1, 0, -11, 12, 8, -8, -1, 1]],
 [301687141, [1, 5, -11, -8, 18, -4, -3, 1]],
 [301830841, [1, -3, -5, 13, 9, -7, -2, 1]],
 [302332736, [1, 1, -12, 4, 19, -7, -3, 1]],
 [302383597, [-2, 15, -26, 1, 18, -5, -3, 1]],
 [302410229, [1, -1, -12, 6, 12, -5, -3, 1]],
 [302913977, [1, -3, -5, 11, 4, -7, -1, 1]],
 [303287653, [-1, 10, -19, -1, 16, -4, -3, 1]],
 [303312417, [-1, -2, 6, 11, -4, -8, 0, 1]],
 [303696269, [1, -17, -4, 25, 5, -9, -1, 1]],
 [304165557, [-1, -1, 12, 20, -3, -9, 0, 1]],
 [304720433, [1, -1, -10, 4, 12, -6, -2, 1]],
 [305168457, [9, -3, -23, 7, 16, -5, -3, 1]],
 [305319853, [1, -2, -11, 10, 10, -6, -2, 1]],
 [305566793, [3, -10, -2, 22, 2, -10, -1, 1]],
 [306335024, [4, 0, -18, 6, 15, -7, -2, 1]],
 [306680009, [1, -9, -18, 15, 12, -7, -2, 1]],
 [307269057, [3, 0, -16, 7, 12, -6, -2, 1]],
 [307340809, [3, -1, -18, 13, 10, -8, -1, 1]],
 [308062213, [4, -2, -15, 6, 15, -5, -3, 1]],
 [308268281, [1, -2, -8, 18, -1, -10, 0, 1]],
 [308381833, [-1, 9, -21, 4, 16, -7, -2, 1]],
 [308433337, [-1, -13, -3, 24, 5, -9, -1, 1]],
 [309590593, [-1, -11, -13, 22, 7, -9, -1, 1]],
 [309837513, [3, 3, -16, -1, 16, -4, -3, 1]],
 [310695913, [1, -4, -6, 14, 11, -8, -2, 1]],
 [311153308, [-1, -3, 4, 12, -3, -8, 0, 1]],
 [311252913, [37, -6, -54, 14, 23, -7, -3, 1]],
 [311255053, [5, 1, -20, 3, 15, -4, -3, 1]],
 [311549657, [-1, -8, -8, 14, 8, -8, -1, 1]],
 [312290201, [-1, -2, 12, 22, 1, -9, -1, 1]],
 [312426989, [1, -3, -10, 8, 12, -9, -1, 1]],
 [312729941, [-1, -4, 3, 16, -1, -8, 0, 1]],
 [312817137, [3, -3, -14, 16, 7, -8, -1, 1]],
 [313385293, [-1, -12, -8, 17, 7, -8, -1, 1]],
 [314306097, [3, -3, -11, 9, 10, -6, -2, 1]],
 [314418773, [-1, 12, -20, -3, 17, -4, -3, 1]],
 [314754353, [1, -4, -2, 15, 0, -8, 0, 1]],
 [315681253, [-2, -7, 2, 19, 5, -10, -1, 1]],
 [315756773, [11, -6, -24, 12, 14, -7, -2, 1]],
 [315907008, [-2, -9, 0, 17, 0, -8, 0, 1]],
 [316402497, [9, -6, -22, 13, 13, -7, -2, 1]],
 [316434897, [1, -3, -5, 12, 5, -7, -1, 1]],
 [316529173, [4, -6, -11, 13, 9, -7, -2, 1]],
 [317014297, [-1, -4, 5, 18, 2, -9, -1, 1]],
 [317588369, [-1, -6, 5, 17, -1, -8, 0, 1]],
 [318340469, [-1, -8, -12, 17, 9, -9, -1, 1]],
 [318813289, [2, -9, -1, 17, 1, -9, -1, 1]],
 [318991948, [2, -4, -7, 11, 6, -7, -1, 1]],
 [319023865, [1, -20, -14, 22, 11, -8, -2, 1]],
 [319498492, [-2, -6, 5, 16, -2, -8, 0, 1]],
 [319990633, [-2, -5, 5, 13, -3, -8, 0, 1]],
 [320129240, [2, 0, -13, 8, 11, -6, -2, 1]],
 [320236688, [2, -12, -6, 20, 4, -9, -1, 1]],
 [320590937, [1, 0, -9, 6, 11, -8, -1, 1]],
 [320888077, [1, -4, -2, 15, 3, -9, -1, 1]],
 [321017069, [1, 2, -15, 6, 12, -6, -2, 1]],
 [321033472, [2, -6, -10, 12, 9, -7, -2, 1]],
 [321159161, [1, -1, -8, 8, 8, -6, -2, 1]],
 [321493909, [-1, -7, -2, 14, 4, -7, -1, 1]],
 [321589081, [1, -4, -2, 14, 4, -8, -1, 1]],
 [322026001, [3, -1, -16, 2, 15, -4, -3, 1]],
 [322143065, [5, -5, -17, 14, 11, -9, -1, 1]],
 [322208805, [4, -6, -13, 13, 13, -6, -3, 1]],
 [322329881, [-5, -26, -14, 30, 8, -10, -1, 1]],
 [322530212, [4, 0, -16, 3, 14, -4, -3, 1]],
 [322703021, [2, -5, -7, 12, 6, -7, -1, 1]],
 [323042605, [-2, -7, 0, 15, 3, -8, -1, 1]],
 [323254936, [-2, -6, 3, 17, 3, -8, -1, 1]],
 [323306057, [1, -1, -9, 11, 6, -7, -1, 1]],
 [324290797, [4, 5, -20, 0, 16, -4, -3, 1]],
 [324304209, [3, -12, -33, 9, 23, -7, -3, 1]],
 [324323556, [6, -12, -10, 19, 6, -8, -1, 1]],
 [324474653, [1, -3, -5, 14, 5, -8, -1, 1]],
 [324619421, [4, -11, -8, 24, 8, -10, -1, 1]],
 [324685801, [-1, 9, -23, 15, 10, -9, -1, 1]],
 [324768193, [-5, -17, 1, 25, 4, -9, -1, 1]],
 [324886012, [-2, -12, -15, 11, 14, -5, -3, 1]],
 [325060809, [5, -4, -16, 10, 11, -6, -2, 1]],
 [325230221, [-1, -4, 3, 19, 2, -9, -1, 1]],
 [325292041, [4, -3, -14, 9, 13, -7, -2, 1]],
 [325440133, [-1, 3, 24, 28, -2, -11, -1, 1]],
 [325442497, [-1, -9, -17, 7, 16, -5, -3, 1]],
 [325607232, [-4, -17, 8, 24, -2, -9, 0, 1]],
 [326456764, [1, 5, -15, -4, 17, -4, -3, 1]],
 [327255964, [4, -4, -15, 9, 13, -7, -2, 1]],
 [327416137, [-1, -3, 4, 13, -2, -8, 0, 1]],
 [327553477, [3, -4, -15, 10, 11, -6, -2, 1]],
 [327943073, [1, 3, -17, 7, 12, -6, -2, 1]],
 [329615701, [-1, -8, -8, 15, 7, -8, -1, 1]],
 [329892649, [-1, -4, 6, 22, -3, -10, 0, 1]],
 [330059869, [1, -3, -6, 9, 7, -6, -2, 1]],
 [330232417, [1, -11, 7, 22, -2, -9, 0, 1]],
 [330436761, [1, -4, -13, 6, 13, -4, -3, 1]],
 [330683884, [1, -4, -7, 11, 10, -8, -2, 1]],
 [331134340, [-2, -12, -8, 17, 9, -9, -1, 1]],
 [331412029, [1, -3, -14, 5, 13, -4, -3, 1]],
 [331481241, [3, -3, -21, 3, 18, -5, -3, 1]],
 [331616809, [1, -6, 0, 18, 4, -8, -1, 1]],
 [331809277, [7, -12, -20, 16, 12, -7, -2, 1]],
 [331978681, [1, -4, -3, 12, 4, -7, -1, 1]],
 [332260305, [-1, -7, -2, 20, 5, -10, -1, 1]],
 [332389873, [-5, -14, 2, 22, 3, -9, -1, 1]],
 [332925329, [1, -2, -8, 6, 11, -6, -2, 1]],
 [333399296, [2, -2, -12, 6, 13, -7, -2, 1]],
 [333995073, [-1, -4, 2, 13, -2, -8, 0, 1]],
 [334334009, [-1, -5, 0, 16, 1, -10, -1, 1]],
 [334602601, [-3, -8, 6, 17, -2, -8, 0, 1]],
 [335793476, [-1, 0, 13, 18, -4, -9, 0, 1]],
 [335836297, [1, 0, -16, 4, 14, -4, -3, 1]],
 [336120076, [1, 1, -11, 4, 13, -4, -3, 1]],
 [336808229, [-4, -13, -1, 22, 4, -9, -1, 1]],
 [337694633, [-1, -5, -1, 13, 4, -8, -2, 1]],
 [337727088, [-1, 20, -32, -1, 20, -5, -3, 1]],
 [337773429, [-1, -11, -5, 19, 5, -8, -1, 1]],
 [338318917, [1, -2, -13, 8, 11, -6, -2, 1]],
 [338564924, [1, 0, -11, 9, 10, -6, -2, 1]],
 [338655984, [4, -4, -14, 12, 11, -7, -2, 1]],
 [338661952, [7, 3, -25, 1, 19, -5, -3, 1]],
 [338757233, [3, 5, -25, 10, 14, -7, -2, 1]],
 [338964869, [1, 1, -12, 3, 13, -6, -2, 1]],
 [339107129, [-1, -5, 5, 13, -5, -9, 0, 1]],
 [339240017, [-1, -6, -6, 12, 9, -9, -1, 1]],
 [339497433, [1, 5, -25, 4, 21, -7, -3, 1]],
 [339640741, [-1, 14, -29, 7, 16, -7, -2, 1]],
 [340103801, [1, -5, 2, 13, -4, -9, 0, 1]],
 [340347697, [1, -2, -7, 11, 5, -7, -1, 1]],
 [340558777, [1, 0, -18, 19, 10, -10, -2, 1]],
 [340687793, [-1, -7, -1, 17, 0, -8, 0, 1]],
 [340805413, [1, 1, -11, -5, 21, -8, -2, 1]],
 [340966208, [2, -5, -6, 18, 0, -9, 0, 1]],
 [341839133, [-1, -6, -1, 17, 8, -7, -2, 1]],
 [342198709, [-1, 0, 14, 19, -4, -9, 0, 1]],
 [342403129, [1, 1, -11, 7, 10, -6, -2, 1]],
 [342549209, [11, -17, -16, 26, 7, -10, -1, 1]],
 [342664496, [1, 15, -37, 12, 17, -8, -2, 1]],
 [342919861, [1, 0, -11, 7, 12, -5, -3, 1]],
 [343078497, [-1, -6, -4, 20, 11, -11, -1, 1]],
 [343179101, [-2, -5, 6, 16, -1, -8, 0, 1]],
 [343318749, [3, 0, -17, 8, 12, -6, -2, 1]],
 [343542044, [11, -1, -28, 5, 18, -5, -3, 1]],
 [343823581, [1, 0, -11, 3, 12, -4, -3, 1]],
 [344731261, [2, -3, -8, 11, 7, -8, -1, 1]],
 [345209393, [1, 2, -13, 2, 13, -4, -3, 1]],
 [345473792, [1, 7, -20, 0, 16, -4, -3, 1]],
 [345719097, [-3, -11, -2, 22, 7, -10, -1, 1]],
 [346129909, [1, -3, -11, 5, 13, -4, -3, 1]],
 [346264949, [1, -1, -8, 9, 7, -7, -1, 1]],
 [346274777, [-1, -4, 4, 15, -2, -8, 0, 1]],
 [346481237, [4, -5, -12, 14, 8, -8, -1, 1]],
 [347220289, [3, -10, -12, 16, 8, -8, -1, 1]],
 [347278169, [3, -11, -8, 18, 5, -8, -1, 1]],
 [347849912, [4, 0, -23, 17, 13, -9, -2, 1]],
 [348088737, [-1, -8, -3, 18, 5, -8, -1, 1]],
 [348765673, [1, -4, -14, 6, 13, -4, -3, 1]],
 [348937756, [1, -2, -12, 5, 12, -4, -3, 1]],
 [348967856, [1, -9, 1, 16, -1, -8, 0, 1]],
 [349173413, [5, -13, -13, 19, 7, -8, -1, 1]],
 [349247721, [-1, 1, 14, 15, -6, -9, 0, 1]],
 [349255701, [8, -13, -14, 19, 7, -8, -1, 1]],
 [349553689, [-3, -13, 5, 20, -2, -9, 0, 1]],
 [349686224, [1, -2, -6, 9, 6, -7, -1, 1]],
 [350147233, [-1, 9, -19, -3, 24, -7, -3, 1]],
 [350158477, [1, -4, -6, 13, 5, -7, -1, 1]],
 [350161353, [1, -3, -5, 10, 8, -7, -2, 1]],
 [350889361, [1, -3, -21, 13, 13, -7, -2, 1]],
 [351046581, [3, -12, -2, 21, 3, -9, -1, 1]],
 [351729956, [4, -4, -18, 9, 15, -5, -3, 1]],
 [351950848, [2, -6, -4, 16, 4, -8, -1, 1]],
 [352497817, [-1, -7, -4, 18, 5, -8, -1, 1]],
 [352550113, [1, 2, -13, 7, 11, -6, -2, 1]],
 [352618153, [1, -8, 4, 17, -4, -10, 0, 1]],
 [352638089, [-1, -7, -5, 13, 9, -7, -2, 1]],
 [353444321, [1, -8, -14, 11, 13, -7, -2, 1]],
 [353675977, [1, 4, -18, 2, 15, -4, -3, 1]],
 [354438833, [-1, -23, -5, 26, 5, -9, -1, 1]],
 [354666953, [-2, -7, 2, 20, 5, -9, -1, 1]],
 [354736397, [20, -1, -38, 7, 21, -6, -3, 1]],
 [354822901, [-13, -38, -7, 34, 10, -10, -2, 1]],
 [355281433, [1, 1, -9, 0, 16, -7, -2, 1]],
 [355485017, [5, -9, -21, 10, 15, -5, -3, 1]],
 [355558664, [1, 0, -15, 7, 12, -6, -2, 1]],
 [355775609, [1, 1, -13, 10, 12, -7, -2, 1]],
 [355776397, [2, -3, -8, 10, 8, -8, -1, 1]],
 [355983312, [-6, -12, 8, 20, -3, -9, 0, 1]],
 [356731769, [3, -2, -14, 8, 11, -6, -2, 1]],
 [357286489, [1, 0, -12, 9, 10, -6, -2, 1]],
 [357687952, [4, -16, -8, 24, 6, -9, -1, 1]],
 [357810364, [-2, -6, 5, 14, -3, -8, 0, 1]],
 [357895852, [13, -8, -29, 15, 16, -8, -2, 1]],
 [358186789, [1, -10, -5, 17, 4, -8, -1, 1]],
 [360251576, [4, -4, -17, 16, 11, -8, -2, 1]],
 [360697997, [1, 4, -15, 1, 14, -4, -3, 1]],
 [362820989, [3, -14, 2, 21, -2, -9, 0, 1]],
 [363558276, [2, -8, -10, 17, 9, -9, -1, 1]],
 [363824353, [1, -4, -8, 10, 13, -5, -3, 1]],
 [363895573, [-1, -4, 11, 15, -6, -9, 0, 1]],
 [363915992, [2, -2, -9, 7, 11, -6, -3, 1]],
 [364175073, [1, 1, -11, 5, 12, -6, -2, 1]],
 [364212736, [2, -7, -12, 11, 10, -6, -2, 1]],
 [364237841, [-1, -5, -2, 14, 5, -8, -1, 1]],
 [364828552, [1, -5, -4, 13, 4, -7, -1, 1]],
 [365248633, [-4, -21, -15, 21, 12, -8, -2, 1]],
 [365253489, [3, 0, -15, 4, 13, -4, -3, 1]],
 [365784137, [1, -9, 2, 17, -2, -9, 0, 1]],
 [365841512, [2, -4, -7, 12, 7, -9, -1, 1]],
 [365914688, [-2, -10, 0, 18, 0, -8, 0, 1]],
 [366158113, [3, -4, -11, 12, 9, -8, -1, 1]],
 [366294797, [3, -4, -11, 10, 10, -6, -2, 1]],
 [366433752, [-3, -18, 16, 34, -3, -11, 0, 1]],
 [366523637, [2, -11, -3, 19, 4, -8, -1, 1]],
 [366633061, [2, -11, -6, 19, 5, -8, -1, 1]],
 [366740457, [-1, -19, -11, 24, 7, -9, -1, 1]],
 [366950133, [5, -6, -13, 13, 10, -7, -2, 1]],
 [367331097, [-3, -13, -5, 19, 8, -8, -2, 1]],
 [367564453, [-1, 13, -36, 5, 21, -6, -3, 1]],
 [367762156, [-1, 9, -23, 14, 13, -10, -1, 1]],
 [367946165, [1, -3, -6, 10, 8, -9, -1, 1]],
 [368686609, [1, -8, 3, 17, -1, -8, 0, 1]],
 [368812289, [1, -2, -9, 12, 6, -7, -1, 1]],
 [369367849, [2, -5, -6, 12, 5, -7, -1, 1]],
 [370164949, [-2, -11, -12, 14, 13, -8, -2, 1]],
 [372064552, [8, -8, -19, 16, 11, -9, -1, 1]],
 [372824833, [3, -4, -15, 6, 13, -4, -3, 1]],
 [373152940, [-1, -11, -16, 11, 14, -5, -3, 1]],
 [373365796, [2, -2, -10, 9, 10, -8, -1, 1]],
 [373769584, [4, 0, -24, 18, 13, -9, -2, 1]],
 [373838201, [1, -15, -6, 20, 5, -8, -1, 1]],
 [374242925, [1, -5, -12, 9, 11, -6, -2, 1]],
 [374254064, [1, 1, -13, 4, 13, -6, -2, 1]],
 [374305189, [1, -3, -9, 6, 12, -4, -3, 1]],
 [375924764, [2, -6, -9, 14, 9, -9, -1, 1]],
 [375928048, [5, 6, -22, -3, 20, -5, -3, 1]],
 [375979993, [-1, -5, -1, 14, 6, -7, -2, 1]],
 [376012181, [6, -11, -10, 18, 6, -8, -1, 1]],
 [376508817, [3, -3, -12, 10, 10, -6, -2, 1]],
 [376951893, [-1, -16, 4, 22, -2, -9, 0, 1]],
 [377577989, [-1, -6, 27, 31, -6, -11, 0, 1]],
 [378529525, [1, -1, -10, 13, 10, -9, -1, 1]],
 [379338313, [7, 8, -30, 2, 19, -5, -3, 1]],
 [379346633, [1, 0, -10, 8, 9, -6, -2, 1]],
 [380057401, [-1, -7, -9, 15, 10, -8, -2, 1]],
 [380504777, [-1, -16, -18, 17, 14, -8, -2, 1]],
 [380765732, [1, -8, -8, 18, 8, -9, -1, 1]],
 [381424957, [-1, -1, 10, 15, -3, -8, 0, 1]],
 [381579556, [2, -2, -10, 7, 11, -6, -2, 1]],
 [382248481, [-1, -5, -2, 12, 5, -8, -1, 1]],
 [382288361, [1, -1, -12, 8, 11, -8, -1, 1]],
 [383061053, [3, 2, -17, 3, 16, -7, -2, 1]],
 [383394169, [1, 1, -10, 4, 12, -6, -2, 1]],
 [383967541, [1, 2, -14, 3, 13, -4, -3, 1]],
 [384243401, [1, -4, -4, 12, 5, -7, -1, 1]],
 [384493129, [-1, -6, -6, 11, 9, -7, -2, 1]],
 [385442773, [1, 1, -9, 2, 12, -4, -3, 1]],
 [385665769, [1, -7, 7, 20, -3, -11, -1, 1]],
 [385856561, [1, -5, 1, 13, -2, -8, 0, 1]],
 [385908053, [4, -5, -17, 17, 8, -8, -1, 1]],
 [386061849, [3, -6, -12, 11, 10, -6, -2, 1]],
 [386136281, [1, -3, -6, 16, 5, -8, -1, 1]],
 [386701648, [-1, -9, -6, 17, 9, -7, -2, 1]],
 [387037565, [4, 1, -21, 4, 21, -9, -2, 1]],
 [387949393, [-3, -20, -7, 24, 6, -9, -1, 1]],
 [388340409, [9, -15, -14, 24, 7, -10, -1, 1]],
 [389775049, [1, -8, 10, 19, -6, -10, 0, 1]],
 [390051056, [1, -7, -9, 12, 9, -6, -2, 1]],
 [390180293, [1, -15, -10, 23, 6, -9, -1, 1]],
 [390213425, [7, -14, -18, 21, 12, -8, -2, 1]],
 [390366232, [-2, -10, -5, 17, 9, -7, -2, 1]],
 [390724373, [1, -2, -7, 11, 6, -7, -1, 1]],
 [390824656, [2, -2, -12, 14, 7, -8, -1, 1]],
 [390979385, [1, -3, -7, 12, 5, -7, -1, 1]],
 [391134593, [-1, 9, -23, 13, 12, -9, -1, 1]],
 [391137329, [-1, 10, -19, 0, 18, -5, -3, 1]],
 [391284497, [-1, -3, 5, 16, 1, -9, -1, 1]],
 [391345373, [1, -3, -13, 14, 8, -8, -1, 1]],
 [391434201, [1, -3, -4, 12, 5, -8, -1, 1]],
 [391456641, [1, -7, -11, 11, 10, -6, -2, 1]],
 [391621453, [-1, -11, -9, 16, 9, -7, -2, 1]],
 [391841728, [2, -4, -7, 13, 6, -8, -1, 1]],
 [391925761, [3, -10, -4, 18, 4, -8, -1, 1]],
 [392606009, [1, -2, -9, 6, 11, -4, -3, 1]],
 [393017905, [-1, -9, 0, 19, 4, -8, -1, 1]],
 [393245081, [1, -6, -3, 15, 3, -9, -1, 1]],
 [393393305, [-1, 14, -29, 5, 19, -8, -2, 1]],
 [393512713, [-1, -8, -11, 10, 12, -5, -3, 1]],
 [394385632, [2, -4, -9, 11, 9, -6, -2, 1]],
 [394663061, [8, -16, -14, 27, 8, -10, -1, 1]],
 [394853489, [1, 3, -12, -3, 18, -7, -2, 1]],
 [395026721, [1, 7, -24, 9, 14, -7, -2, 1]],
 [395270021, [9, 3, -28, 4, 18, -5, -3, 1]],
 [395321821, [2, -9, -8, 17, 5, -8, -1, 1]],
 [395631493, [1, -2, -9, 16, 6, -8, -1, 1]],
 [395712848, [1, 0, -13, 3, 13, -4, -3, 1]],
 [396076601, [1, 1, -11, 7, 12, -9, -1, 1]],
 [396458113, [3, 5, -14, -11, 24, -6, -3, 1]],
 [396598869, [3, 3, -24, 13, 15, -8, -2, 1]],
 [397374016, [2, -4, -8, 10, 8, -6, -2, 1]],
 [397747449, [-9, -20, 14, 27, -4, -10, 0, 1]],
 [398112257, [-1, -8, -4, 15, 7, -7, -2, 1]],
 [398355761, [7, -22, -8, 34, 7, -11, -1, 1]],
 [398609896, [-4, -12, 9, 22, -2, -9, 0, 1]],
 [398931553, [3, 2, -16, 2, 14, -4, -3, 1]],
 [399150821, [4, 3, -22, 5, 18, -8, -2, 1]],
 [399245777, [1, 6, -22, 6, 16, -6, -3, 1]],
 [400996609, [1, -15, -33, 12, 22, -7, -3, 1]],
 [401266288, [1, -4, -4, 11, 4, -7, -1, 1]],
 [401947461, [2, -3, -9, 10, 10, -9, -1, 1]],
 [402285841, [1, -4, -4, 18, 7, -9, -1, 1]],
 [402526205, [1, -6, -3, 16, 0, -8, 0, 1]],
 [402847857, [1, -5, -8, 21, 4, -10, -1, 1]],
 [403033901, [7, -1, -28, 12, 18, -9, -2, 1]],
 [403047736, [1, -4, -2, 13, 2, -8, -1, 1]],
 [403182908, [-2, -8, -1, 17, 5, -8, -1, 1]],
 [403324137, [-1, -3, 11, 23, -2, -10, 0, 1]],
 [403877513, [-1, 10, -27, 9, 19, -7, -3, 1]],
 [403943093, [4, -10, -5, 20, 0, -9, 0, 1]],
 [404395217, [1, 1, -18, 14, 9, -8, -1, 1]],
 [406031773, [-4, -7, 11, 21, -2, -9, 0, 1]],
 [406305232, [-2, -9, -1, 16, 3, -8, -1, 1]],
 [406425025, [-7, -15, 14, 31, 2, -10, -1, 1]],
 [406634192, [-2, -15, -5, 20, 5, -8, -1, 1]],
 [406982428, [-4, -18, -7, 24, 6, -9, -1, 1]],
 [407278073, [1, -8, 3, 19, 1, -9, -1, 1]],
 [407459773, [1, -4, -3, 13, 2, -10, -1, 1]],
 [407703949, [1, -3, -10, 7, 11, -5, -3, 1]],
 [409040092, [-13, -23, 16, 30, -3, -10, 0, 1]],
 [409496921, [3, -2, -14, 7, 12, -6, -2, 1]],
 [409933065, [-1, -5, 0, 16, 0, -10, 0, 1]],
 [409997377, [4, -10, -13, 18, 7, -8, -1, 1]],
 [410010449, [-3, -13, -9, 16, 10, -7, -2, 1]],
 [410159248, [1, -4, -6, 15, 7, -10, -2, 1]]]
